ITEST_id,AveKnow,AveCarelessness,AveCorrect,AveResBored,AveResEngcon,AveResConf,AveResFrust,AveResOfftask,AveResGaming
3381,0.100822,0.065814,0.260476,0.245859,0.642345,0.090052,0.113322,0.165634,0.158479
3386,0.068789,0.033798,0.294643,0.290209,0.605205,0.044293,0.156790,0.465672,0.084288
3390,0.159554,0.095437,0.315690,0.243009,0.635256,0.123025,0.143564,0.180037,0.126959
3391,0.307741,0.117192,0.571429,0.310589,0.611558,0.109530,0.040565,0.401198,0.004307
3392,0.089483,0.050323,0.296501,0.235128,0.669133,0.126149,0.112439,0.177556,0.247415
3395,0.195858,0.094123,0.488571,0.256542,0.662899,0.129990,0.180588,0.181395,0.048577
3403,0.139668,0.085860,0.386598,0.287274,0.628857,0.117718,0.129162,0.281816,0.034921
3404,0.207955,0.105793,0.449275,0.286665,0.631198,0.130732,0.256715,0.246942,0.004341
3405,0.229396,0.126240,0.428822,0.238808,0.649196,0.117727,0.142468,0.164354,0.112779
3408,0.223040,0.145349,0.350192,0.220086,0.666993,0.086768,0.124503,0.148113,0.182390
341,0.069726,0.052344,0.300330,0.253480,0.652794,0.066560,0.140084,0.251633,0.144793
3410,0.058107,0.042417,0.302752,0.297527,0.601553,0.129422,0.200504,0.280200,0.064845
3413,0.181650,0.118298,0.375954,0.222213,0.645419,0.171324,0.119479,0.150216,0.147766
3417,0.112067,0.066528,0.272727,0.200129,0.646576,0.077435,0.129364,0.135745,0.344833
3431,0.410323,0.217661,0.522556,0.244369,0.660192,0.095308,0.179668,0.219634,0.069597
3432,0.160390,0.048106,0.369054,0.240975,0.639605,0.141990,0.135269,0.158096,0.114991
3434,0.186642,0.092013,0.313390,0.273576,0.639439,0.071361,0.091862,0.208852,0.112526
3435,0.096026,0.053157,0.294118,0.226052,0.657344,0.060151,0.085591,0.179731,0.427595
3436,0.071707,0.049662,0.311321,0.225582,0.663430,0.054030,0.153326,0.176981,0.331886
344,0.140497,0.070146,0.328160,0.212086,0.656421,0.053397,0.084575,0.165763,0.374551
3441,0.253710,0.126889,0.476427,0.250215,0.657236,0.058228,0.175159,0.217252,0.065233
3445,0.386496,0.231598,0.553903,0.257590,0.662673,0.107507,0.158522,0.219607,0.015077
3455,0.340859,0.196892,0.428809,0.244787,0.645740,0.094892,0.140601,0.201240,0.101717
3456,0.129471,0.075655,0.294682,0.214374,0.673389,0.067077,0.131837,0.124552,0.219953
3457,0.147473,0.086021,0.383249,0.283332,0.625237,0.094891,0.132890,0.263118,0.049452
3463,0.111728,0.061619,0.362460,0.314489,0.641011,0.135001,0.135513,0.297728,0.015328
3465,0.247156,0.111815,0.493213,0.274663,0.660438,0.116746,0.048954,0.249118,0.009892
3466,0.267447,0.148257,0.399015,0.292046,0.588763,0.119582,0.190733,0.253704,0.045344
3467,0.170770,0.095484,0.340371,0.194782,0.704653,0.074026,0.141977,0.105368,0.375606
3476,0.287593,0.163203,0.436548,0.245963,0.633609,0.104491,0.085936,0.192491,0.114281
3483,0.141517,0.086420,0.273148,0.214370,0.677338,0.066037,0.102676,0.138909,0.340134
3485,0.137551,0.077843,0.315412,0.215743,0.674298,0.078147,0.122883,0.129660,0.279779
3487,0.144083,0.087332,0.328106,0.220039,0.657229,0.104325,0.129758,0.132166,0.211973
349,0.280042,0.163547,0.432943,0.222461,0.672748,0.088712,0.212787,0.155201,0.078212
3494,0.163668,0.100971,0.415190,0.266157,0.625267,0.095435,0.184311,0.207882,0.045723
3497,0.149423,0.063598,0.429268,0.271631,0.637458,0.137573,0.097359,0.213608,0.019980
3499,0.159006,0.101661,0.344870,0.244377,0.654880,0.093306,0.151349,0.161082,0.102549
35,0.255164,0.158848,0.379658,0.222796,0.650079,0.069987,0.164347,0.153147,0.236800
3502,0.066020,0.065975,0.218750,0.278799,0.601692,0.207948,0.085494,0.331933,0.051795
3506,0.097564,0.053758,0.270130,0.264006,0.628082,0.051528,0.081870,0.212487,0.117959
3507,0.127933,0.093546,0.409091,0.283929,0.623684,0.225726,0.136088,0.317575,0.021553
3508,0.049207,0.039370,0.228311,0.288641,0.665253,0.119131,0.138631,0.324314,0.025114
351,0.123212,0.096872,0.334630,0.286570,0.623632,0.135643,0.206581,0.282396,0.109292
3511,0.133820,0.090591,0.305732,0.216046,0.637617,0.090262,0.282840,0.153309,0.220903
3514,0.293019,0.164002,0.407465,0.233109,0.651047,0.083240,0.167959,0.172254,0.098617
3515,0.482398,0.256693,0.614792,0.239163,0.680763,0.132647,0.069564,0.172540,0.013650
3521,0.182684,0.100700,0.375262,0.272959,0.628361,0.105452,0.112168,0.214563,0.064739
3530,0.130882,0.082752,0.301264,0.205020,0.666310,0.094433,0.126303,0.117554,0.294990
3539,0.206273,0.092862,0.444844,0.253451,0.616744,0.096790,0.170891,0.182601,0.038420
3545,0.073557,0.057503,0.292793,0.242005,0.667455,0.059057,0.143275,0.184943,0.165945
355,0.127834,0.062128,0.333333,0.305522,0.624209,0.078471,0.039044,0.371639,0.056799
3553,0.351704,0.165617,0.543529,0.240760,0.675351,0.096777,0.087026,0.192544,0.057333
3559,0.690579,0.375013,0.760832,0.240137,0.648377,0.058510,0.186075,0.225320,0.008522
3567,0.279255,0.143740,0.467120,0.267956,0.657557,0.111505,0.087462,0.222304,0.015563
3572,0.168833,0.086374,0.390805,0.278508,0.627728,0.126768,0.075451,0.296720,0.027679
3573,0.085749,0.069026,0.239808,0.229722,0.649080,0.113890,0.164285,0.152055,0.205370
3582,0.307491,0.063381,0.605042,0.334412,0.615451,0.091994,0.055307,0.484967,0.003877
3586,0.306428,0.164880,0.473973,0.298892,0.625221,0.148528,0.101096,0.267401,0.009105
3587,0.123791,0.084483,0.296296,0.326701,0.595862,0.191460,0.125069,0.376485,0.020259
360,0.150901,0.089865,0.327911,0.221344,0.658256,0.101942,0.112645,0.137649,0.173189
3601,0.180437,0.098047,0.351326,0.214062,0.692770,0.088705,0.144222,0.120354,0.138304
3609,0.109109,0.048836,0.324945,0.206342,0.674796,0.088224,0.187432,0.109975,0.262972
3614,0.171397,0.085426,0.368571,0.285674,0.640696,0.097077,0.099952,0.228752,0.027701
3618,0.104137,0.078288,0.245681,0.247800,0.604164,0.132776,0.104320,0.180718,0.169572
3620,0.175470,0.096186,0.316273,0.218535,0.665333,0.098973,0.123112,0.206875,0.330554
3622,0.117947,0.076134,0.293796,0.197528,0.686099,0.086711,0.116086,0.117543,0.335248
3629,0.195497,0.090046,0.448087,0.261747,0.628376,0.081314,0.163689,0.224858,0.081499
363,0.403915,0.200857,0.580607,0.230431,0.659901,0.064502,0.160444,0.167737,0.023549
3634,0.067658,0.024442,0.232814,0.218426,0.634869,0.058854,0.134088,0.135081,0.293593
364,0.121397,0.070195,0.390769,0.222044,0.682206,0.105059,0.118908,0.143282,0.176151
3640,0.139234,0.082996,0.288582,0.207629,0.648192,0.052883,0.096924,0.135532,0.356800
3645,0.145134,0.088291,0.321543,0.208692,0.685743,0.090130,0.100269,0.144926,0.230133
3657,0.175151,0.096912,0.394531,0.219029,0.663968,0.105715,0.133779,0.150827,0.185036
3684,0.098751,0.070703,0.320261,0.312715,0.616671,0.154095,0.133652,0.380274,0.007513
3687,0.270161,0.146165,0.427505,0.207591,0.682987,0.079618,0.116822,0.138252,0.254366
3688,0.063330,0.043264,0.344538,0.302580,0.624823,0.188551,0.119021,0.416496,0.026412
3690,0.198598,0.118501,0.375502,0.207155,0.650121,0.110827,0.109603,0.127280,0.231532
3693,0.369009,0.158361,0.532520,0.261171,0.680943,0.139160,0.058588,0.236243,0.005956
3694,0.137382,0.073958,0.309714,0.254194,0.646799,0.060471,0.105342,0.155043,0.142584
37,0.071909,0.046183,0.305785,0.326384,0.653445,0.125325,0.094714,0.451467,0.016241
3700,0.093768,0.067765,0.274510,0.256290,0.622876,0.117082,0.110261,0.263211,0.129621
3708,0.203481,0.091423,0.510638,0.296773,0.616351,0.124667,0.091963,0.285998,0.008216
372,0.139289,0.098821,0.333333,0.274414,0.598324,0.155372,0.188879,0.242912,0.089044
3727,0.141891,0.093183,0.412060,0.292772,0.614802,0.163686,0.108373,0.268001,0.032637
3731,0.150458,0.099825,0.301587,0.188193,0.682852,0.081038,0.132234,0.108760,0.467626
3738,0.100703,0.063045,0.284123,0.228411,0.644326,0.081380,0.136439,0.148648,0.228511
3744,0.127011,0.076985,0.266575,0.197714,0.681140,0.044110,0.122936,0.126221,0.370357
3746,0.050484,0.031270,0.300330,0.225265,0.672592,0.123410,0.120179,0.216823,0.251376
3747,0.082650,0.060429,0.351792,0.263995,0.617489,0.115134,0.220169,0.220500,0.079453
3749,0.131343,0.067994,0.425000,0.265947,0.624503,0.057819,0.264294,0.222123,0.070551
3751,0.139885,0.091611,0.322681,0.188387,0.696179,0.054653,0.125155,0.109185,0.451192
3755,0.105783,0.070483,0.304938,0.218757,0.662563,0.127479,0.079664,0.139567,0.263189
3759,0.087782,0.055484,0.341935,0.284882,0.579653,0.197219,0.124347,0.297645,0.060215
376,0.199083,0.089950,0.454955,0.297711,0.617878,0.153458,0.066803,0.269405,0.007515
3761,0.089663,0.043091,0.238646,0.192797,0.642465,0.014973,0.120749,0.116328,0.474731
3763,0.073991,0.046217,0.248544,0.196029,0.678584,0.096532,0.167067,0.113500,0.437710
3764,0.164069,0.087664,0.394161,0.301266,0.558852,0.112769,0.212549,0.250194,0.039958
3766,0.169492,0.095034,0.363500,0.188875,0.698512,0.070079,0.102774,0.104729,0.284990
3768,0.661691,0.343413,0.742765,0.241995,0.619388,0.060994,0.171162,0.214217,0.010996
3771,0.124236,0.083955,0.305233,0.261824,0.609641,0.087783,0.146404,0.188456,0.122880
3772,0.150377,0.094801,0.337008,0.203910,0.677946,0.062022,0.131997,0.124569,0.470764
3778,0.147523,0.084994,0.324528,0.193381,0.694463,0.076989,0.145651,0.113128,0.333893
378,0.069048,0.054979,0.349515,0.292386,0.656862,0.193502,0.179611,0.245502,0.038115
3787,0.519895,0.200691,0.768293,0.236404,0.686399,0.058186,0.087723,0.213147,0.004565
3788,0.319746,0.168004,0.528497,0.277696,0.627480,0.107203,0.114043,0.283731,0.010893
3790,0.298893,0.144528,0.511677,0.264384,0.640330,0.083895,0.194321,0.198011,0.029845
3791,0.214938,0.118563,0.495763,0.266331,0.649785,0.117529,0.117325,0.222368,0.005992
3797,0.687037,0.430576,0.704412,0.240326,0.650471,0.056488,0.172964,0.194202,0.008131
3799,0.206168,0.101434,0.451777,0.299185,0.661575,0.144319,0.059715,0.266239,0.015482
3812,0.173231,0.081516,0.367454,0.222244,0.665716,0.062843,0.116711,0.199035,0.392656
3815,0.235485,0.126368,0.370787,0.204611,0.692921,0.040441,0.112320,0.152805,0.293008
3816,0.155476,0.103423,0.367133,0.232842,0.666046,0.151846,0.230877,0.157617,0.132216
3817,0.459761,0.256234,0.587629,0.274115,0.625651,0.092804,0.190879,0.244281,0.019328
3828,0.136900,0.043998,0.320313,0.220027,0.636402,0.095056,0.126538,0.145744,0.269606
3829,0.353451,0.163227,0.500000,0.236587,0.634608,0.111523,0.100769,0.190695,0.041941
383,0.111148,0.069152,0.255167,0.201512,0.669242,0.068417,0.133280,0.119863,0.351914
3834,0.078843,0.045101,0.353211,0.254198,0.654454,0.155675,0.101231,0.206680,0.044974
3835,0.334232,0.153178,0.549383,0.272546,0.659691,0.101830,0.063120,0.231966,0.012773
3837,0.163497,0.090849,0.303116,0.230295,0.595939,0.060459,0.102471,0.189006,0.283672
3843,0.101303,0.054242,0.327059,0.244047,0.609353,0.075675,0.098359,0.234784,0.268730
3848,0.285675,0.166778,0.429603,0.235773,0.644909,0.131150,0.121706,0.209119,0.102358
3853,0.081647,0.067957,0.308219,0.309149,0.599421,0.207302,0.145151,0.311216,0.009512
386,0.140587,0.083743,0.345094,0.244558,0.666122,0.114771,0.142994,0.140222,0.088450
3860,0.403741,0.124156,0.723077,0.316631,0.612957,0.079262,0.086052,0.401407,0.005380
3861,0.062384,0.016097,0.220386,0.195071,0.646851,0.072359,0.129154,0.121160,0.553490
3862,0.100328,0.069242,0.351724,0.231881,0.653248,0.143815,0.106492,0.163236,0.133179
3863,0.097232,0.051219,0.302072,0.221082,0.671067,0.065572,0.139308,0.161780,0.391478
3866,0.244657,0.118686,0.570175,0.277419,0.660934,0.136880,0.148760,0.362262,0.005578
3867,0.462860,0.253475,0.501403,0.202614,0.685524,0.083130,0.103427,0.131493,0.184665
387,0.110814,0.057967,0.294964,0.260943,0.633720,0.084378,0.125253,0.242305,0.202302
3870,0.111331,0.072192,0.347826,0.285177,0.615986,0.249870,0.053477,0.315665,0.086182
3872,0.126171,0.055833,0.366000,0.221105,0.641470,0.077819,0.104458,0.178172,0.335394
3873,0.073594,0.040850,0.340081,0.289111,0.650500,0.153172,0.249148,0.293944,0.042869
3879,0.317135,0.144032,0.513595,0.238628,0.642423,0.054042,0.136193,0.225367,0.107474
3881,0.138815,0.079600,0.311950,0.221924,0.661145,0.082581,0.105725,0.155678,0.190185
3886,0.221834,0.098806,0.428969,0.304766,0.625959,0.096240,0.089432,0.301744,0.022515
3890,0.249490,0.155547,0.393069,0.224629,0.666255,0.159467,0.144979,0.142279,0.155435
3892,0.122378,0.084781,0.322535,0.244929,0.652407,0.144940,0.138708,0.174350,0.132144
3899,0.128886,0.076054,0.330206,0.246645,0.612591,0.066376,0.076805,0.198550,0.249863
39,0.281693,0.152227,0.454545,0.274700,0.628075,0.116390,0.143827,0.221926,0.019817
390,0.148168,0.087059,0.409922,0.246437,0.663576,0.101483,0.192823,0.185892,0.060749
3904,0.152494,0.093492,0.420382,0.289439,0.643903,0.185193,0.199672,0.301536,0.020867
3905,0.096952,0.063665,0.290393,0.285265,0.624455,0.165345,0.185223,0.238847,0.059862
3908,0.040346,0.029477,0.290850,0.209094,0.654942,0.061640,0.113800,0.137614,0.313170
391,0.116830,0.069112,0.291091,0.199464,0.664513,0.084895,0.133488,0.113943,0.344927
3910,0.150952,0.081135,0.346416,0.216477,0.667900,0.129090,0.173707,0.138287,0.210814
3912,0.122546,0.059205,0.334437,0.273081,0.664421,0.103662,0.058602,0.281522,0.127808
3921,0.270463,0.145748,0.496644,0.259308,0.661227,0.142545,0.119344,0.215756,0.014045
3929,0.263767,0.155276,0.419962,0.205858,0.693678,0.089289,0.095454,0.132082,0.173374
3932,0.191462,0.109344,0.315574,0.237491,0.628985,0.172985,0.097883,0.226234,0.131611
3933,0.191939,0.101371,0.496454,0.281780,0.647629,0.081830,0.039805,0.298317,0.024455
3937,0.110796,0.065417,0.262948,0.251102,0.621999,0.100837,0.141243,0.191178,0.179303
3939,0.189348,0.093362,0.357143,0.269788,0.610107,0.175817,0.141427,0.222537,0.064300
3961,0.105746,0.059055,0.241935,0.255654,0.557975,0.072669,0.162350,0.206475,0.195719
3967,0.161497,0.088639,0.351351,0.284661,0.605466,0.147271,0.194314,0.287381,0.134980
3968,0.124198,0.085239,0.372093,0.251187,0.656429,0.146270,0.123904,0.180919,0.033491
3970,0.200558,0.091380,0.482270,0.249841,0.653284,0.117522,0.135588,0.273427,0.064036
3978,0.083066,0.060879,0.310888,0.239535,0.671972,0.092007,0.126763,0.165685,0.145997
3982,0.217298,0.134323,0.351581,0.203556,0.701844,0.084702,0.099954,0.229254,0.385965
3983,0.131556,0.090820,0.411765,0.267478,0.679390,0.099255,0.270924,0.336975,0.045500
3988,0.115529,0.053560,0.538462,0.283230,0.623917,0.037163,0.354458,0.435462,0.044294
3992,0.205756,0.130573,0.347328,0.198249,0.676006,0.096093,0.179782,0.111839,0.338831
3999,0.093911,0.056023,0.327869,0.236006,0.645570,0.052218,0.168309,0.230208,0.190401
4004,0.121547,0.077057,0.271386,0.212631,0.660669,0.044902,0.113486,0.133592,0.368059
4006,0.128709,0.085980,0.275000,0.243478,0.600518,0.110565,0.075808,0.215015,0.196873
401,0.158852,0.102014,0.302120,0.220783,0.644451,0.055901,0.161662,0.182277,0.264357
4012,0.380744,0.189271,0.498233,0.273475,0.642820,0.125527,0.133841,0.256983,0.012991
4013,0.168864,0.100515,0.321192,0.204746,0.678996,0.099259,0.151041,0.115199,0.281807
4019,0.181204,0.103074,0.262383,0.234692,0.643316,0.104438,0.134063,0.158549,0.209504
403,0.201642,0.108609,0.467961,0.250411,0.662740,0.129466,0.125662,0.172387,0.034465
4032,0.080082,0.067674,0.273504,0.286039,0.577902,0.186376,0.108455,0.345383,0.039658
404,0.442745,0.213176,0.560386,0.228357,0.673594,0.103765,0.150424,0.169761,0.047129
4040,0.138904,0.091801,0.294989,0.227346,0.671431,0.072452,0.098263,0.144892,0.217322
4042,0.282772,0.154916,0.497569,0.267844,0.648329,0.133941,0.105934,0.226613,0.023252
4049,0.128542,0.065613,0.304348,0.334173,0.567752,0.131689,0.067324,0.503300,0.025835
4052,0.330573,0.173746,0.538462,0.331315,0.489502,0.132717,0.030522,0.488880,0.003683
4061,0.175056,0.107549,0.307692,0.259988,0.643604,0.137347,0.230771,0.363538,0.150935
4062,0.100762,0.040259,0.476190,0.298663,0.635580,0.188750,0.035665,0.475641,0.011289
4071,0.320757,0.137680,0.577778,0.295677,0.633477,0.100462,0.017879,0.305770,0.020133
4072,0.375827,0.229128,0.429897,0.220401,0.657212,0.132973,0.113430,0.148303,0.170740
4073,0.111127,0.056655,0.331325,0.292354,0.617489,0.073547,0.067936,0.236272,0.039558
4074,0.193595,0.097089,0.503268,0.268169,0.670861,0.120495,0.186274,0.235492,0.055251
4076,0.288608,0.147108,0.423780,0.263449,0.627937,0.083076,0.088515,0.258577,0.049348
4079,0.239971,0.180380,0.314076,0.221801,0.631236,0.140746,0.147004,0.158937,0.197838
4087,0.105797,0.063548,0.380805,0.317162,0.604535,0.156642,0.157765,0.259893,0.008341
4088,0.284293,0.140066,0.443548,0.271836,0.633726,0.125957,0.156604,0.245939,0.032087
4089,0.086887,0.050992,0.255304,0.196832,0.674531,0.092283,0.160468,0.111517,0.395041
4096,0.107097,0.051799,0.239075,0.239356,0.637190,0.076622,0.125185,0.185337,0.210951
41,0.333402,0.184292,0.575251,0.262823,0.652414,0.079204,0.137099,0.249498,0.009669
410,0.121571,0.079202,0.291793,0.236535,0.635491,0.097208,0.107953,0.164068,0.180101
4103,0.184574,0.080186,0.366667,0.304227,0.575098,0.187074,0.057273,0.311640,0.020549
4104,0.257982,0.138891,0.502075,0.236761,0.664572,0.124547,0.155991,0.209253,0.089771
412,0.346707,0.173934,0.560847,0.306100,0.580473,0.108620,0.224946,0.291989,0.004896
4127,0.038078,0.040539,0.329545,0.271046,0.593059,0.154082,0.125849,0.230518,0.068592
413,0.223476,0.124187,0.435622,0.250447,0.638810,0.079191,0.140899,0.192193,0.098762
4132,0.360351,0.166359,0.494915,0.249696,0.655084,0.089137,0.135686,0.231833,0.056132
4137,0.296681,0.181791,0.436310,0.236504,0.649323,0.095998,0.117802,0.165203,0.076716
4139,0.181300,0.094861,0.433645,0.266905,0.655463,0.173472,0.118483,0.203006,0.017059
4145,0.117196,0.069511,0.367816,0.283001,0.632495,0.082916,0.185174,0.298700,0.085511
415,0.418594,0.201854,0.618474,0.277353,0.627693,0.099641,0.063557,0.273081,0.004358
4159,0.310497,0.156125,0.457766,0.243229,0.661453,0.104283,0.119986,0.174766,0.047534
4162,0.308397,0.165564,0.436929,0.231198,0.681876,0.092771,0.092629,0.139514,0.112896
4163,0.192789,0.123188,0.361818,0.279245,0.614703,0.190596,0.115732,0.183233,0.018367
4164,0.288280,0.145452,0.476898,0.223878,0.673993,0.113043,0.135346,0.173101,0.117395
4165,0.239438,0.125646,0.485039,0.241311,0.684482,0.087093,0.107289,0.158144,0.041525
4168,0.124831,0.074796,0.248438,0.222185,0.637084,0.076875,0.114940,0.185295,0.283780
417,0.108011,0.056617,0.324000,0.237117,0.667590,0.082683,0.107281,0.165017,0.170057
4172,0.301721,0.155594,0.487047,0.229665,0.643570,0.092640,0.086975,0.154557,0.130055
4174,0.205954,0.098000,0.475836,0.246043,0.647989,0.098583,0.125023,0.184463,0.046854
4179,0.168248,0.109409,0.362437,0.239888,0.653206,0.131720,0.202297,0.158674,0.102631
418,0.127843,0.090719,0.254202,0.244744,0.631750,0.154620,0.153091,0.166027,0.106395
4185,0.184463,0.094034,0.401408,0.306872,0.660148,0.192251,0.087323,0.325099,0.008459
4207,0.108393,0.066003,0.267206,0.271317,0.598499,0.141218,0.099427,0.217463,0.187478
4209,0.187310,0.102467,0.329154,0.212952,0.656320,0.098486,0.126371,0.122521,0.214544
421,0.086246,0.049046,0.319820,0.247398,0.638620,0.124407,0.113870,0.265582,0.227582
4220,0.146505,0.086156,0.402062,0.236227,0.669635,0.104228,0.148756,0.175852,0.054292
4226,0.623337,0.248815,0.855895,0.234834,0.667732,0.030493,0.045699,0.250306,0.004681
4227,0.118396,0.075191,0.367521,0.294037,0.632733,0.107210,0.110149,0.287182,0.011549
4229,0.416159,0.219271,0.555556,0.248162,0.673742,0.135381,0.154776,0.198533,0.028800
4230,0.252780,0.139536,0.531381,0.268408,0.648127,0.147984,0.045154,0.223744,0.004957
4239,0.146312,0.072294,0.380952,0.263860,0.652449,0.125244,0.147802,0.177974,0.040823
4241,0.257546,0.128437,0.409884,0.210606,0.696042,0.089358,0.125285,0.137786,0.277717
4253,0.147984,0.079767,0.299320,0.237569,0.641544,0.044679,0.108513,0.179523,0.187023
4255,0.395599,0.221132,0.502116,0.261441,0.628066,0.110228,0.220272,0.198243,0.016832
4262,0.345304,0.196995,0.486957,0.298006,0.626953,0.086826,0.195261,0.318801,0.070322
4263,0.202153,0.108960,0.415129,0.265266,0.629944,0.152548,0.122791,0.225005,0.047627
4267,0.259766,0.120814,0.471366,0.248208,0.661271,0.098282,0.160586,0.198985,0.060952
427,0.223626,0.104348,0.428994,0.282502,0.634483,0.092814,0.102407,0.217869,0.024539
4270,0.080617,0.069121,0.259566,0.238456,0.647658,0.175529,0.102917,0.186290,0.079013
4286,0.200864,0.096322,0.403974,0.244593,0.656085,0.122981,0.077320,0.212539,0.017012
4291,0.101601,0.074741,0.323651,0.299569,0.612826,0.138438,0.223731,0.213627,0.032340
4292,0.055775,0.021434,0.252446,0.235923,0.593730,0.032456,0.119943,0.220785,0.382546
4294,0.261210,0.139388,0.397338,0.275531,0.637666,0.123787,0.127660,0.193812,0.024464
43,0.092026,0.032515,0.274336,0.266278,0.686318,0.131812,0.069156,0.369689,0.320320
430,0.070768,0.056737,0.302419,0.232471,0.636080,0.073548,0.241994,0.235752,0.217926
4302,0.253067,0.121066,0.483871,0.299977,0.641342,0.073234,0.092369,0.297112,0.009470
4315,0.458039,0.246284,0.566616,0.268539,0.596338,0.111737,0.173088,0.221773,0.004887
432,0.191509,0.084629,0.411765,0.291114,0.623144,0.137798,0.208730,0.289747,0.017570
4331,0.195799,0.085555,0.454545,0.273456,0.667822,0.136782,0.064348,0.217506,0.015575
4333,0.127906,0.070811,0.341270,0.326354,0.573426,0.153985,0.053819,0.346855,0.033096
4337,0.417550,0.186107,0.572289,0.326415,0.632749,0.101279,0.075328,0.416599,0.009272
4341,0.345111,0.201459,0.459416,0.224972,0.657989,0.095887,0.153499,0.149802,0.081074
4342,0.131780,0.080677,0.301656,0.212911,0.673642,0.076093,0.122736,0.119004,0.233115
4354,0.310556,0.125077,0.607407,0.248836,0.668821,0.099776,0.069020,0.252765,0.014978
4358,0.208665,0.126730,0.396912,0.252736,0.654467,0.130952,0.103555,0.192608,0.114469
4359,0.205875,0.112797,0.357542,0.230569,0.653254,0.068674,0.118528,0.192444,0.170877
4361,0.311380,0.092793,0.557971,0.312234,0.547167,0.080452,0.065393,0.407654,0.005000
4366,0.079753,0.049280,0.306763,0.222731,0.668630,0.159212,0.128834,0.163839,0.309487
4369,0.217970,0.106363,0.389037,0.219410,0.673814,0.130663,0.122136,0.140407,0.155839
4372,0.191575,0.104637,0.464602,0.258773,0.652510,0.171433,0.081504,0.206160,0.012425
4375,0.136573,0.081630,0.328671,0.317507,0.613833,0.138589,0.087460,0.338672,0.002955
4379,0.225748,0.122010,0.375505,0.199866,0.679893,0.077001,0.156043,0.131197,0.297101
4381,0.344931,0.193007,0.487582,0.220116,0.685282,0.077477,0.177993,0.146140,0.091661
4388,0.492993,0.242524,0.627040,0.239756,0.659213,0.094453,0.081395,0.204578,0.041672
4389,0.232593,0.117057,0.379233,0.257677,0.619713,0.108916,0.114072,0.224327,0.100826
4390,0.277082,0.150178,0.426136,0.225669,0.663881,0.086626,0.164011,0.153355,0.119974
4393,0.195595,0.110344,0.422018,0.292795,0.599343,0.116778,0.142341,0.280052,0.031466
4403,0.115573,0.079361,0.314741,0.273408,0.613214,0.149763,0.142572,0.214918,0.007063
4412,0.119633,0.060915,0.277526,0.212991,0.662575,0.087377,0.086794,0.138254,0.337929
4413,0.343745,0.128323,0.625000,0.255799,0.653161,0.103216,0.051715,0.215973,0.006555
4417,0.197428,0.101355,0.416851,0.254702,0.633102,0.072115,0.092642,0.228479,0.193226
4425,0.171525,0.091582,0.284759,0.235548,0.627994,0.097374,0.150800,0.159534,0.202532
4426,0.316236,0.147281,0.550000,0.305060,0.629103,0.145459,0.038166,0.339668,0.006063
4433,0.154716,0.087649,0.400881,0.286074,0.637098,0.161297,0.096361,0.211927,0.036390
4436,0.113635,0.058910,0.309110,0.203370,0.676997,0.076127,0.102684,0.134520,0.408180
4440,0.074363,0.045153,0.236267,0.190161,0.690067,0.041941,0.131689,0.103269,0.459513
4446,0.089975,0.057494,0.271817,0.248637,0.638140,0.111191,0.133822,0.164483,0.198411
4452,0.102613,0.049018,0.347826,0.267762,0.660009,0.028715,0.181706,0.253624,0.094898
4453,0.091829,0.054852,0.261025,0.233382,0.644211,0.075118,0.133057,0.153054,0.238915
4457,0.189133,0.113024,0.403315,0.266857,0.647777,0.125638,0.109262,0.254388,0.027935
4461,0.135860,0.079928,0.333333,0.208474,0.680890,0.101641,0.083660,0.116260,0.306036
4466,0.120544,0.086800,0.321229,0.301095,0.628405,0.160998,0.153271,0.270337,0.014599
447,0.090656,0.046818,0.225490,0.212628,0.682833,0.039155,0.134773,0.164955,0.301706
4475,0.083604,0.053868,0.290055,0.275324,0.652603,0.146498,0.122301,0.227252,0.039881
4483,0.265682,0.148022,0.417223,0.201259,0.718306,0.114382,0.115880,0.123714,0.151608
4498,0.208957,0.101038,0.469534,0.275949,0.620430,0.166140,0.102092,0.256505,0.013158
4510,0.199111,0.084502,0.469388,0.292978,0.664551,0.058936,0.070607,0.267132,0.008139
4511,0.623602,0.376420,0.605123,0.220746,0.679938,0.126518,0.130666,0.158175,0.042586
4516,0.240120,0.126214,0.389635,0.265647,0.643331,0.122892,0.106897,0.188819,0.054321
4518,0.124634,0.077918,0.396226,0.278120,0.638479,0.119040,0.099360,0.234378,0.042319
4519,0.169990,0.099112,0.314510,0.229238,0.629608,0.091754,0.125486,0.192175,0.261139
4520,0.183852,0.105172,0.359036,0.239736,0.642744,0.156719,0.184212,0.189123,0.114763
4524,0.082003,0.049660,0.258482,0.183201,0.687714,0.056523,0.112340,0.095926,0.472233
4542,0.265270,0.179350,0.373695,0.251792,0.633880,0.167120,0.201615,0.185824,0.046273
4546,0.196124,0.128192,0.326565,0.228290,0.629303,0.084522,0.095464,0.155885,0.120659
4547,0.294581,0.153200,0.454545,0.217731,0.683574,0.084797,0.124409,0.159199,0.241591
4551,0.128426,0.087362,0.388451,0.255741,0.644208,0.155581,0.227420,0.201643,0.076324
4553,0.149259,0.090507,0.323529,0.210169,0.693271,0.079223,0.121984,0.130875,0.255929
4557,0.276863,0.172656,0.403027,0.221177,0.671699,0.148741,0.181106,0.143269,0.127766
4562,0.386930,0.204971,0.531847,0.232235,0.663295,0.091388,0.135174,0.202188,0.032639
